nom	id	theme	description
<Variable pdfDocument>.RécupèreDateSignature	1410088157	gestion des fichiers PDF (syntaxe préfixée)	Récupère la date de l'une des signatures d'un document PDF.
<Variable pdfDocument>.RécupèreSignature	1410088159	gestion des fichiers PDF (syntaxe préfixée)	Récupère la signature d'un document PDF sous forme d'un buffer.
<Variable pdfDocument>.Sauve	1410088160	gestion des fichiers PDF (syntaxe préfixée)	Sauve le contenu d'une variable de type pdfDocument dans un fichier ".PDF".
<Variable pdfDocument>.Signe	1410090339	gestion des fichiers PDF (syntaxe préfixée)	Applique une signature d'approbation sur un PDF existant.
<Variable pdfDocument>.VérifieSignatures	1410091037	gestion des fichiers PDF (syntaxe préfixée)	Vérifie la validité des signatures contenues dans un PDF.
<Variable pdfDocument>.VersTexte	1410090340	gestion des fichiers PDF (syntaxe préfixée)	Extrait le texte contenu dans un document PDF.
<Variable pdfPage>.AjouteFiligrane	1410087871	gestion des fichiers PDF (syntaxe préfixée)	Ajoute un filigrane sur une page d'un fichier PDF existant.
<Variable pdfPage>.AjouteImage	1410087875	gestion des fichiers PDF (syntaxe préfixée)	Ajoute une image dans une page d'un fichier PDF existant.
<Variable picCalque>.ChangeMode	1000024432	dessin et de traitement des images (syntaxe préfixée)	Change le mode de dessin utilisé par les fonctions de dessin (fonctions <Variable Image>.DessineLigne, <Variable Image>.DessineRectangle, ....).
<Variable picCalque>.DébutDessin	1000024470	dessin et de traitement des images (syntaxe préfixée)	Indique que les fonctions de dessin qui vont être utilisées sont destinées à la variable de type picCalque spécifiée.
<Variable picCalque>.DessineArc	1000024939	dessin et de traitement des images (syntaxe préfixée)	Dessine un arc de cercle ou un arc d'ellipse dans une variable de type picCalque.
<Variable picCalque>.DessineCercle	1000024940	dessin et de traitement des images (syntaxe préfixée)	Dessine un cercle ou une ellipse dans une variable de type picCalque.
<Variable picCalque>.DessineCorde	1000024469	dessin et de traitement des images (syntaxe préfixée)	Dessine une corde de cercle (intersection d'une ellipse et d'une droite) dans une variable de type picCalque.
<Variable picCalque>.DessineLigne	1000024495	dessin et de traitement des images (syntaxe préfixée)	Dessine une ligne dans une variable de type picCalque.
<Variable picCalque>.DessinePoint	1000024500	dessin et de traitement des images (syntaxe préfixée)	Dessine un point dans une variable de type picCalque.
<Variable picCalque>.DessinePolygone	1000024504	dessin et de traitement des images (syntaxe préfixée)	Dessine un polygone dans une variable de type picCalque.
<Variable picCalque>.DessinePolyligne	1000024557	dessin et de traitement des images (syntaxe préfixée)	Dessine une ligne composée de plusieurs segments.
<Variable picCalque>.DessinePortion	1000024561	dessin et de traitement des images (syntaxe préfixée)	Dessine une portion de cercle ou d'ellipse dans une variable de type picCalque.
<Variable picCalque>.DessineRectangle	1000024564	dessin et de traitement des images (syntaxe préfixée)	Dessine un rectangle dans une variable de type picCalque.
<Variable picCalque>.DessineRectangleArrondi	1000024565	dessin et de traitement des images (syntaxe préfixée)	Dessine un rectangle arrondi dans une variable de type picCalque.
<Variable picCalque>.DessineRectangleDégradé	1000024581	dessin et de traitement des images (syntaxe préfixée)	Dessine un rectangle dans une variable de type picCalque.
<Variable picCalque>.DessineTexte	1000024657	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte dans une variable de type picCalque.
<Variable picCalque>.DessineTexteMarkdown	1410089255	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte au format Markdown dans une variable de type picCalque.
<Variable picCalque>.DessineTexteRTF	1000024862	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte RTF dans une variable de type picCalque.
<Variable picCalque>.Différence	1410091286	dessin et de traitement des images (syntaxe préfixée)	Calcule la différence entre deux images en renvoyant une image en niveaux de gris permettant de visualiser les différences ainsi qu'un pourcentage de 
<Variable picCalque>.FinDessin	1000024473	dessin et de traitement des images (syntaxe préfixée)	Efface tous les dessins réalisés depuis l'exécution de la fonction <Variable picCalque>.DébutDessin.
<Variable picCalque>.Flou	1410089009	dessin et de traitement des images (syntaxe préfixée)	Floute la totalité d'une zone donnée dans une variable de type picCalque.
<Variable picCalque>.Fond	1000024480	dessin et de traitement des images (syntaxe préfixée)	Déclare la couleur de fond par défaut des rectangles, des cercles, ... utilisés dans une variable de type picCalque.
<Variable picCalque>.Fusionne	1000024491	dessin et de traitement des images (syntaxe préfixée)	Fusionne une image dans une autre image. Il est ainsi possible de créer des effets de fondu entre 2 images.
<Variable picCalque>.InverseCouleur	1000024492	dessin et de traitement des images (syntaxe préfixée)	Inverse les couleurs d'une variable de type picCalque.
<Variable picCalque>.PixelCouleur	1000024496	dessin et de traitement des images (syntaxe préfixée)	Identifie la couleur d'un pixel contenu dans une variable de type picCalque.
<Variable picCalque>.PixelOpacité	1000024499	dessin et de traitement des images (syntaxe préfixée)	Identifie l'opacité d'un pixel d'une image de type picCalque gérant la couche Alpha.
<Variable picCalque>.Police	1000024503	dessin et de traitement des images (syntaxe préfixée)	Déclare la police de caractères qui sera utilisée par la fonction <Image>.DessineTexte dans une variable de type picCalque.
<Variable picCalque>.Redimensionne	1000024582	dessin et de traitement des images (syntaxe préfixée)	Redimensionne une image contenue dans une variable de type picCalque.
<Variable picCalque>.Redresse	1410089483	dessin et de traitement des images (syntaxe préfixée)	Transforme une image en la déformant.
<Variable picCalque>.Remplissage	1000024588	dessin et de traitement des images (syntaxe préfixée)	Colorie une zone dans une variable de type picCalque.
<Variable picCalque>.Rotation	1000024590	dessin et de traitement des images (syntaxe préfixée)	Effectue une rotation d'une image contenue dans une variable de type picCalque.
<Variable picCalque>.SymétrieHorizontale	1000024639	dessin et de traitement des images (syntaxe préfixée)	Retourne une image contenue dans une variable de type picCalque par rapport à un axe horizontal (symétrie par rapport à un axe horizontal).
<Variable picCalque>.SymétrieVerticale	1000024642	dessin et de traitement des images (syntaxe préfixée)	Retourne l'image contenue dans une variable de type picCalque par rapport à un axe vertical (symétrie par rapport à un axe vertical).
<Variable picCaqlue>.Stylo	1000024637	dessin et de traitement des images (syntaxe préfixée)	Déclare la couleur et le style par défaut du tracé des traits, des rectangles, des cercles, ... contenus dans une variable de type picCalque.
<Variable Polygone2D>.Aire	1410090517	gestion des données spatiales (syntaxe préfixée)	Calcule l'aire d'un polygone en 2 dimensions.
<Variable Polygone2D>.Chevauche	1410090519	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si un polygone en 2 dimensions chevauche une autre géométrie.
<Variable Polygone2D>.Contient	1410090522	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si une géométrie A de type polygone en 2 dimensions contient une géométrie B.
<Variable Polygone2D>.Corrige	1410090523	gestion des données spatiales (syntaxe préfixée)	Permet d'obtenir une version corrigée du polygone en 2 dimensions spécifié.
<Variable Polygone2D>.Couvre	1410090526	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si une géométrie A de type polygone en 2 dimensions couvre une géométrie B.
<Variable Polygone2D>.Croise	1410090527	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si un polygone en 2 dimensions croise une autre géométrie.
<Variable Polygone2D>.Différence	1410090530	gestion des données spatiales (syntaxe préfixée)	Renvoie la géométrie correspondant à la différence entre un polygone en 2 dimensions et une autre géométrie.
<Variable Polygone2D>.DifférenceSymétrique	1410090531	gestion des données spatiales (syntaxe préfixée)	Calcule la différence symétrique entre un polygone en 2 dimensions et une autre géométrie.
<Variable Polygone2D>.Disjoint	1410090563	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si deux géométries sont disjointes, c'est-à-dire si leur intersection est vide.
<Variable Polygone2D>.Distance	1410090566	gestion des données spatiales (syntaxe préfixée)	Calcule la distance entre un polygone en 2 dimensions et une autre géométrie.
<Variable Polygone2D>.Egale	1410090567	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si deux géométries sont spatialement égales, c'est-à-dire si la première géométrie est incluse dans la seconde, et si la seconde est 
<Variable Polygone2D>.EnveloppeConvexe	1410090588	gestion des données spatiales (syntaxe préfixée)	Calcule l'enveloppe convexe du polygone en 2 dimensions spécifié.
<Variable Polygone2D>.EstContenu	1410090571	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si la géométrie A (de type polygone en 2 dimensions) est complètement contenue dans la géométrie B (c'est-à-dire que la géométrie B c
<Variable Polygone2D>.EstCouvert	1410090572	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si tout point de la géométrie A (de type polygone en 2 dimensions) se trouve à l'intérieur ou dans le contour de la géométrie B.
<Variable Polygone2D>.EstValide	1410090575	gestion des données spatiales (syntaxe préfixée)	Vérifie si le polygone en 2 dimensions spécifié est valide au sens de la norme OGC.
<Variable Polygone2D>.Intersecte	1410090576	gestion des données spatiales (syntaxe préfixée)	Vérifie si une géométrie de type polygone en 2 dimensions et une géométrie quelconque ont une intersection non vide.
<Variable Polygone2D>.Intersection	1410090579	gestion des données spatiales (syntaxe préfixée)	Renvoie la géométrie correspondant à l'intersection d'un polygone en 2 dimensions avec une autre géométrie.
<Variable Polygone2D>.Périmètre	1410090580	gestion des données spatiales (syntaxe préfixée)	Calcule le périmètre d'un polygone en 2 dimensions.
<Variable Polygone2D>.SérialiseWKT	1410090583	gestion des données spatiales (syntaxe préfixée)	Sérialise un polygone en 2 dimensions au format Well Known Text (WKT).
<Variable Polygone2D>.Touche	1410090584	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si un polygone en 2 dimensions touche une autre géométrie.
<Variable Polygone2D>.Union	1410090587	gestion des données spatiales (syntaxe préfixée)	Renvoie la géométrie correspondant à l'union entre un polygone en 2 dimensions et une autre géométrie.
<Variable PolygoneGéo>.Aire	1410090518	gestion des données spatiales (syntaxe préfixée)	Calcule l'aire d'un polygone en coordonnées géographiques.
<Variable PolygoneGéo>.Chevauche	1410090520	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si un polygone en coordonnées géographiques chevauche une autre géométrie.
<Variable PolygoneGéo>.Contient	1410090521	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si une géométrie A de type polygone géographique contient une géométrie B.
<Variable PolygoneGéo>.Corrige	1410090524	gestion des données spatiales (syntaxe préfixée)	Permet d'obtenir une version corrigée du polygone géographique spécifié.
<Variable PolygoneGéo>.Couvre	1410090525	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si une géométrie A de type polygone géographique couvre une géométrie B.
<Variable PolygoneGéo>.Croise	1410090528	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si un polygone géographique croise une autre géométrie.
<Variable PolygoneGéo>.Différence	1410090529	gestion des données spatiales (syntaxe préfixée)	Renvoie la géométrie correspondant à la différence entre un polygone géographique et une autre géométrie.
<Variable PolygoneGéo>.DifférenceSymétrique	1410090532	gestion des données spatiales (syntaxe préfixée)	Calcule la différence symétrique entre un polygone géographique et une autre géométrie.
<Variable PolygoneGéo>.Disjoint	1410090564	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si deux géométries sont disjointes, c'est-à-dire si leur intersection est vide.
<Variable PolygoneGéo>.Distance	1410090565	gestion des données spatiales (syntaxe préfixée)	Calcule la distance entre un polygone géographique et une autre géométrie.
<Variable PolygoneGéo>.Egale	1410090568	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si deux géométries sont spatialement égales, c'est-à-dire si la première géométrie est incluse dans la seconde, et si la seconde est 
<Variable PolygoneGéo>.EnveloppeConvexe	1410090569	gestion des données spatiales (syntaxe préfixée)	Calcule l'enveloppe convexe du polygone géographique spécifié.
<Variable PolygoneGéo>.EstContenu	1410090570	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si la géométrie A (de type polygone géographique) est complètement contenue dans la géométrie B (c'est-à-dire que la géométrie B cont
<Variable PolygoneGéo>.EstCouvert	1410090573	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si tout point de la géométrie A (de type polygone géographique) se trouve à l'intérieur ou dans le contour de la géométrie B.
<Variable PolygoneGéo>.EstValide	1410090574	gestion des données spatiales (syntaxe préfixée)	Vérifie si le polygone géographique spécifié est valide au sens de la norme OGC.
<Variable PolygoneGéo>.Intersecte	1410090577	gestion des données spatiales (syntaxe préfixée)	Vérifie si une géométrie de type polygone géographique et une géométrie quelconque ont une intersection non vide.
<Variable PolygoneGéo>.Intersection	1410090578	gestion des données spatiales (syntaxe préfixée)	Renvoie la géométrie correspondant à l'intersection d'un polygone géographique avec une autre géométrie.
<Variable PolygoneGéo>.Périmètre	1410090581	gestion des données spatiales (syntaxe préfixée)	Calcule le périmètre d'un polygone géographique.
<Variable PolygoneGéo>.SérialiseWKT	1410090582	gestion des données spatiales (syntaxe préfixée)	Sérialise un polygone géographique au format Well Known Text (WKT).
<Variable PolygoneGéo>.Touche	1410090585	gestion des données spatiales (syntaxe préfixée)	Permet de savoir si un polygone géographique touche une autre géométrie.
<Variable PolygoneGéo>.Union	1410090586	gestion des données spatiales (syntaxe préfixée)	Renvoie la géométrie correspondant à l'union entre un polygone géographique et une autre géométrie.
<Variable Polyligne2D>.AjoutePoint	1410090485	gestion des données spatiales (syntaxe préfixée)	Ajoute un nouveau point dans une polyligne en 2 dimensions (polyligne géométrique).
<Variable PolyligneGéo>.AjoutePoint	1410090486	gestion des données spatiales (syntaxe préfixée)	Ajoute un nouveau point dans une polyligne géographique.
<Variable redisConnexion>.Déconnecte	1410090488	gestion d'une base Big Data Redis (syntaxe préfixée)	Force la fermeture de la connexion vers un serveur Redis (ou un cluster Redis).
<Variable restRequête>.Envoie	1410089811	HTTP (syntaxe préfixée)	Envoie une requête REST et attend la réponse du serveur.
<Variable Scanneur>.AvecInterfaceUtilisateur	1410087860	gestion des scanneurs (syntaxe préfixée)	Enregistre un document provenant d'un scanneur dans un ou plusieurs fichiers, en utilisant l'interface utilisateur du scanneur.
<Variable Scanneur>.Capacité	1410088721	gestion des scanneurs (syntaxe préfixée)	Permet de savoir si un scanneur possède une capacité donnée.
<Variable Scanneur>.Propriété	1410087863	gestion des scanneurs (syntaxe préfixée)	Permet de connaître ou de modifier les caractéristiques d'un scanneur.
<Variable Scanneur>.VersImage	1410087864	gestion des scanneurs (syntaxe préfixée)	Récupère un document provenant d'un scanneur dans une variable de type Image.
<Variable Scanneur>.VersPDF	1410087866	gestion des scanneurs (syntaxe préfixée)	Enregistre un document provenant d'un scanneur dans un fichier PDF.
<Variable sshSession>.Commande	1410091176	SSH (syntaxe préfixée)	Envoie une commande à un serveur SSH. La session est ouverte et refermée automatiquement après l'envoi de la commande.
<Variable sshSession>.ConnecteCommande	1410091177	SSH (syntaxe préfixée)	Permet de conserver la session SSH active entre plusieurs envois de commandes (via la fonction <Variable sshSession>.Commande) à un serveur SSH.
<Variable sshSession>.DéconnecteCommande	1410091178	SSH (syntaxe préfixée)	Permet d'arrêter la session SSH qui était active pour permettre l'envoi groupé de plusieurs commandes.
<Variable sshSession>.SCPEnvoieFichier	1410089494		
<Variable sshSession>.SCPRécupèreFichier	1410089493		
<Variable sysNotificationJauge>.Maj	1410091057		
<Variable TâcheParallèle>.Exécute	1000021667	gestion des tâches parallèles (syntaxe préfixée)	Déclenche l'exécution d'une tâche parallèle.
<Variable TâcheParallèle>.ExécuteAprès	1000021668	gestion des tâches parallèles (syntaxe préfixée)	Indique une tâche parallèle de continuation qui sera exécutée lorsque la tâche parallèle spécifiée sera terminée.
<Variable Thread>.Attend	1000024880	gestion des threads (syntaxe préfixée)	Attend la fin de l'exécution du thread désigné.
<Variable WDPic>.ChangeMode	1000024405	dessin et de traitement des images (syntaxe préfixée)	Change le mode de dessin utilisé par les fonctions de dessin (fonctions <Variable Image>.DessineLigne, <Variable Image>.DessineRectangle, ....).
<Variable WDPic>.DébutDessin	1000024471	dessin et de traitement des images (syntaxe préfixée)	Indique que les fonctions de dessin qui vont être utilisées sont destinées à la variable de type WDPic spécifiée.
<Variable WDPic>.DessineArc	1000024387	dessin et de traitement des images (syntaxe préfixée)	Dessine un arc de cercle ou un arc d'ellipse dans une variable de type WDPic.
<Variable WDPic>.DessineCercle	1000024388	dessin et de traitement des images (syntaxe préfixée)	Dessine un cercle ou une ellipse dans une variable de type WDPic.
<Variable WDPic>.DessineCorde	1000024468	dessin et de traitement des images (syntaxe préfixée)	Dessine une corde de cercle (intersection d'une ellipse et d'une droite) dans une variable de type WDPic.
<Variable WDPic>.DessineLigne	1000024494	dessin et de traitement des images (syntaxe préfixée)	Dessine une ligne dans une variable de type WDPic.
<Variable WDPic>.DessinePoint	1000024501	dessin et de traitement des images (syntaxe préfixée)	Dessine un point dans une variable de type WDPic.
<Variable WDPic>.DessinePolygone	1000024521	dessin et de traitement des images (syntaxe préfixée)	Dessine un polygone dans une variable de type WDPic.
<Variable WDPic>.DessinePolyligne	1000024522	dessin et de traitement des images (syntaxe préfixée)	Dessine une ligne composée de plusieurs segments.
<Variable WDPic>.DessinePortion	1000024562	dessin et de traitement des images (syntaxe préfixée)	Dessine une portion de cercle ou d'ellipse dans une variable de type WDPic.
<Variable WDPic>.DessineRectangle	1000024563	dessin et de traitement des images (syntaxe préfixée)	Dessine un rectangle dans une variable de type WDPic.
<Variable WDPic>.DessineRectangleArrondi	1000024566	dessin et de traitement des images (syntaxe préfixée)	Dessine un rectangle arrondi dans une variable de type WDPic.
<Variable WDPic>.DessineRectangleDégradé	1000024567	dessin et de traitement des images (syntaxe préfixée)	Dessine un rectangle dans une variable de type WDPic.
<Variable WDPic>.DessineTexte	1000024676	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte dans une variable de type WDPic.
<Variable WDPic>.DessineTexteMarkdown	1410089256	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte au format Markdown dans une variable de type WDPic.
<Variable WDPic>.DessineTexteRTF	1000024757	dessin et de traitement des images (syntaxe préfixée)	Dessine un texte RTF dans une variable de type WDPic.
<Variable WDPic>.Différence	1410091285	dessin et de traitement des images (syntaxe préfixée)	Calcule la différence entre deux images en renvoyant une image en niveaux de gris permettant de visualiser les différences ainsi qu'un pourcentage de 
<Variable WDPic>.FinDessin	1000024472	dessin et de traitement des images (syntaxe préfixée)	Efface tous les dessins réalisés depuis l'exécution de la fonction <Variable picCalque>.DébutDessin.
<Variable WDPic>.Flou	1410089008	dessin et de traitement des images (syntaxe préfixée)	Floute la totalité d'une zone donnée dans une variable de type WDPic (sur le calque d'arrière-plan).
<Variable WDPic>.Fond	1000024481	dessin et de traitement des images (syntaxe préfixée)	Déclare la couleur de fond par défaut des rectangles, des cercles, ... utilisés dans une variable de type WDPic.
<Variable WDPic>.Fusionne	1000024482	dessin et de traitement des images (syntaxe préfixée)	Fusionne une image dans une autre image. Il est ainsi possible de créer des effets de fondu entre 2 images.
<Variable WDPic>.FusionneCalque	1000024866	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)	Fusionne les calques d'une image au format WDPic.
<Variable WDPic>.InverseCouleur	1000024493	dessin et de traitement des images (syntaxe préfixée)	Inverse les couleurs d'une variable de type WDPic.
<Variable WDPic>.PixelCouleur	1000024497	dessin et de traitement des images (syntaxe préfixée)	Identifie la couleur d'un pixel contenu dans une variable de type WDPic.
<Variable WDPic>.PixelOpacité	1000024498	dessin et de traitement des images (syntaxe préfixée)	Identifie l'opacité d'un pixel d'une image de type WDPic gérant la couche Alpha.
<Variable WDPic>.Police	1000024502	dessin et de traitement des images (syntaxe préfixée)	Déclare la police de caractères qui sera utilisée par la fonction <Image>.DessineTexte dans une variable de type WDPic.
<Variable WDPic>.Redimensionne	1000024920	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)	Redimensionne une image au format WDPic.
<Variable WDPic>.Remplissage	1000024589	dessin et de traitement des images (syntaxe préfixée)	Colorie une zone dans une variable de type WDPic.
<Variable WDPic>.Rotation	1000024922	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)	Effectue une rotation d'une image au format WDPic.
<Variable WDPic>.Sauve	1000024923	gestion du champ Editeur d'images et des variables WDPic (syntaxe préfixée)	Sauve l'image présente dans une variable de type WDPic.
<Variable WDPic>.Stylo	1000024636	dessin et de traitement des images (syntaxe préfixée)	Déclare la couleur et le style par défaut du tracé des traits, des rectangles, des cercles, ... contenus dans une variable de type WDPic.
<Variable WDPic>.SymétrieHorizontale	1000024640	dessin et de traitement des images (syntaxe préfixée)	Retourne une image contenue dans une variable de type WDPic par rapport à un axe horizontal (symétrie par rapport à un axe horizontal).
<Variable WDPic>.SymétrieVerticale	1000024641	dessin et de traitement des images (syntaxe préfixée)	Retourne l'image contenue dans une variable de type WDPic (sur le calque d'arrière-plan) par rapport à un axe vertical (symétrie par rapport à un axe 
<Variable websocketClient>.Déconnecte	1000026067	WebSocket (syntaxe préfixée)	Déconnecte un client actuellement connecté sur un serveur de WebSocket.
<Variable websocketClient>.Envoie	1000026068	WebSocket (syntaxe préfixée)	Envoie un message pour un client du serveur de WebSocket.
<Variable websocketClient>.Exécute	1000026113	WebSocket (syntaxe préfixée)	Exécute une procédure globale dans le contexte d'un client connecté au serveur de WebSocket.
<Variable xlsDocument>.DéfusionneCellule	1410089571	gestion des fichiers XLS (syntaxe préfixée)	Supprime la fusion de la cellule spécifiée.
<Variable xlsDocument>.FusionneCellule	1410089568	gestion des fichiers XLS (syntaxe préfixée)	Fusionne les cellules spécifiées dans un document Excel.
<Variable xlsDocument>.RecalculeTout	1410089739	gestion des fichiers XLS (syntaxe préfixée)	Recalcule toutes les formules d'un document Excel au format XLSX.
<Variable xlsDocument>.RécupèreFusion	1410089569	gestion des fichiers XLS (syntaxe préfixée)	Permet de savoir si une cellule est fusionnée avec d'autres cellules et d'obtenir la plage des cellules fusionnées correspondante.
<Variable zipArchive>.ChangeChemin	1000026329	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Modifie le chemin mémorisé d'un fichier d'une archive (au format ZIP, WDZ ou 7z).
<Variable zipArchive>.ChercheFichier	1000026330	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Recherche un fichier dans une archive (au format CAB, ZIP, RAR, WDZ, 7z, gzip, TAR ou TGZ (TAR.GZ)).
<Variable zipArchive>.DébutAjoutFichier	1410091280	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Débute une série d'ajouts optimisés de fichiers dans une archive de type CAB, ZIP, WDZ, 7z, TAR, gzip ou TGZ (TAR.GZ).
<Variable zipArchive>.Existe	1000026332	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Permet de savoir si une archive existe.
<Variable zipArchive>.ExtraitRépertoire	1000025755	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Extrait et décompresse automatiquement les fichiers présents dans un répertoire de l'arborescence des fichiers d'une archive vers un emplacement physi
<Variable zipArchive>.FinAjoutFichier	1410091281	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Termine une série d'ajouts optimisés de fichiers dans une archive.
<VisiteGuidée>.Arrête	1410090323		
<VisiteGuidée>.ChangeEtape	1410090324		
<VisiteGuidée>.Démarre	1410090325		
<VisiteGuidée>.Info	1410090326		
<xmlDocument>.VersJSON	1410087334	XML (syntaxe préfixée)	Convertit une chaîne de caractères au format XML en une chaîne de caractères au format JSON.
<xmlNoeud>.VersJSON	1410087333	XML (syntaxe préfixée)	Convertit une chaîne de caractères au format XML en une chaîne de caractères au format JSON.
<zipArchive>.SélectionFichier	1000026294	archivage (gestion des ZIP, WDZ, CAB, RAR, 7z, TAR, gzip, ...) (syntaxe préfixée)	Définit une sélection des fichiers contenus dans l'archive.
<Zone répétée>.AjouteDébut	1410090639	gestion des champs Zone répétée (syntaxe préfixée)	Ajoute une répétition (ou ligne) au début d'un champ Zone répétée infinie. La répétition est insérée avant la première répétition du champ Zone répété
<Zone répétée>.AjouteFIDébut	1410090640	gestion des champs Zone répétée (syntaxe préfixée)	Ajoute une répétition (ou une ligne) constituée par une fenêtre interne en première répétition d'un champ Zone Répétée infinie. La répétition est insé
<Zone répétée>.AjoutePI	1410089490	gestion des champs Zone répétée (syntaxe préfixée)	Ajoute une répétition sous forme d'une page interne à la fin d'un champ Zone répétée par programmation.
<Zone répétée>.InsèrePI	1410089491	gestion des champs Zone répétée (syntaxe préfixée)	Insère une répétition sous forme d'une page interne dans un champ Zone répétée par programmation.
<Zone répétée>.ModifiePI	1410089492	gestion des champs Zone répétée (syntaxe préfixée)	Modifie une répétition correspondant à une page interne dans un champ Zone répétée par programmation.
AccessibilitéLecteurEcranActif	1410090330		
ActionRapideAjoute	1410090053	Action rapide	Ajoute une nouvelle action rapide à l'application.
ActionRapideEpingle	1410090069	Action rapide	Demande à épingler une action rapide.
ActionRapideListe	1410090067	Action rapide	Liste les actions rapides de l'application.
ActionRapideSupprime	1410090064	Action rapide	Supprime une action rapide de l'application.
ActionRapideSupprimeTout	1410090068	Action rapide	Supprime toutes les actions rapides de l'application. Les actions rapides épinglées sur l'écran d'accueil seront désactivées (mais pas supprimées).
AdminWBCréeCompte	1410089450	pilotage du Serveur d'application WEBDEV	Crée un compte WEBDEV sur un Serveur d'application WEBDEV.
AdminWBDéconnecte	1410089343	pilotage du Serveur d'application WEBDEV	Supprime une connexion sur un Serveur d'application WEBDEV.
AdminWBListeApplication	1410089996	pilotage du Serveur d'application WEBDEV	Renvoie la liste des applications WEBDEV d'un serveur d'application, pour un compte donnée, et pour un type donné.
AdminWBListeCompte	1410089449	pilotage du Serveur d'application WEBDEV	Renvoie la liste des comptes WEBDEV sur un Serveur d'application WEBDEV.
AdminWBListeConnexion	1410089342	pilotage du Serveur d'application WEBDEV	Renvoie la liste des connexions en cours sur un Serveur d'application WEBDEV.
AdminWBModifieCompte	1410089471	pilotage du Serveur d'application WEBDEV	Modifie les caractéristiques d'un compte WEBDEV sur un Serveur d'application WEBDEV.
AdminWBSupprimeApplication	1410089999	pilotage du Serveur d'application WEBDEV	Supprime une application du serveur d'application WEBDEV.
AdminWBSupprimeCompte	1410089472	pilotage du Serveur d'application WEBDEV	Supprime un compte WEBDEV sur un Serveur d'application WEBDEV.
AfficheLicence	1410090236	gestion du téléphone	Affiche la licence du framework WINDEV Mobile ou des librairies du framework dans une nouvelle fenêtre.
Agrège	1000024744	Tableau	Exécute une opération d'agrégation sur chaque élément d'un tableau WLangage.
Allemagne.VérifieIdNr	1410089244	gestion des identifiants administratifs	Teste la validité d'un numéro IdNr (numéro d'identification personnel en Allemagne).
Allemagne.VérifieNuméroFiscal	1410090227	gestion des identifiants administratifs	Teste la validité d'un numéro fiscal en Allemagne.Cette fonction est disponible en code navigateur à partir de la version 2026 Update 1.
Allemagne.VérifieUStIdNr	1410089248	gestion des identifiants administratifs	Teste la validité d'un numéro UStIdNr (numéro d'identification d'entreprise en Allemagne).
AndroidActivityResultProcédure	1410088881	gestion du téléphone	Permet de spécifier la procédure à appeler pour récupérer le résultat renvoyé par une Activity tierce.
AppelAJAXEnCours	1000025871	diverses WINDEV	Permet de savoir si la requête en cours de traitement est une requête AJAX.
AppleIdentifiantPublicitaire	1410087936	gestion du téléphone	Renvoie l'identifiant publicitaire de l'appareil (iOS uniquement).
AppleSignIn	1000025404	gestion du téléphone	Permet d'effectuer une authentification par "Connexion avec Apple" sur le matériel iOS 13 et plus.
AppleTrackingDemandeAutorisationAsynchrone	1410087935	gestion du téléphone	Affiche la demande de permission concernant le suivi de l'activité de l'utilisateur.
AppleTrackingEtatAutorisation	1410087934	gestion du téléphone	Permet de savoir si l'application est autorisée à réaliser un suivi d'activité sur les données de l'utilisateur (iOS uniquement).
AppliDétecteMAJDisponible	1410087705	Mises à jour d'applications	Désactive ou personnalise la détection des mises à jour disponibles.
Applique	1000024856	Tableau	Exécute une procédure pour chaque élément d'un tableau WLangage.
